run,concurrency,isl,osl,num_prompts,sampled_s,samples,GPU_0_avg_temp,GPU_0_avg_power,GPU_0_avg_util,GPU_0_avg_mem_util,GPU_1_avg_temp,GPU_1_avg_power,GPU_1_avg_util,GPU_1_avg_mem_util,GPU_2_avg_temp,GPU_2_avg_power,GPU_2_avg_util,GPU_2_avg_mem_util,GPU_3_avg_temp,GPU_3_avg_power,GPU_3_avg_util,GPU_3_avg_mem_util,GPU_4_avg_temp,GPU_4_avg_power,GPU_4_avg_util,GPU_4_avg_mem_util,GPU_5_avg_temp,GPU_5_avg_power,GPU_5_avg_util,GPU_5_avg_mem_util,GPU_6_avg_temp,GPU_6_avg_power,GPU_6_avg_util,GPU_6_avg_mem_util,GPU_7_avg_temp,GPU_7_avg_power,GPU_7_avg_util,GPU_7_avg_mem_util
16,24,2048,512,48,46,22,42.2,388.7,68.7,22.6,38.6,369.6,73.2,23.8,42.7,389.7,69.8,23.3,39.1,378.7,73.3,23.7,42.6,381.2,69.7,22.8,38.7,365.0,75.5,24.4,43.7,374.8,69.8,23.0,39.6,363.1,71.7,22.6
